Age,Loan_Amount,Income_Level,Income_Source,Default_Status
20.0,10179.0,Medium,Small Business,Paid
31.0,13873.0,Medium,Salary,Paid
55.0,27570.0,Medium,Daily Wage,Paid
18.0,27157.0,Low,Salary,Paid
55.0,14460.0,Medium,Daily Wage,Paid
55.0,10352.0,Medium,Pension,Paid
38.0,31586.0,Low,Salary,Paid
46.0,15344.0,Low,Salary,Default
22.0,14507.0,High,Salary,Paid
27.0,47598.0,Low,Salary,Default
45.0,42885.0,Low,Daily Wage,Paid
38.0,26865.0,Medium,Salary,Paid
24.0,47055.0,Low,Small Business,Paid
20.0,37213.0,Medium,Daily Wage,Paid
,14477.0,Medium,Commission,Paid
64.0,16533.0,Medium,Salary,Paid
37.0,33396.0,Low,Daily Wage,Paid
36.0,22755.0,Medium,Salary,Paid
52.0,10865.0,High,Small Business,Paid
21.0,21173.0,Low,Salary,Paid
22.0,48097.0,Low,Salary,Paid
18.0,43371.0,High,Salary,Paid
21.0,48524.0,Low,Salary,Default
29.0,21254.0,Low,Daily Wage,Paid
44.0,14018.0,Low,Daily Wage,Paid
59.0,15192.0,Low,Daily Wage,Paid
40.0,12015.0,Low,Daily Wage,Default
42.0,13380.0,Medium,Daily Wage,Paid
38.0,38343.0,Medium,Salary,Paid
41.0,13770.0,Low,Salary,Paid
42.0,15829.0,High,Daily Wage,Paid
62.0,44381.0,Medium,Daily Wage,Paid
63.0,25545.0,High,Daily Wage,Paid
49.0,28263.0,High,Salary,Paid
49.0,48140.0,Medium,Daily Wage,Default
22.0,35675.0,High,Salary,Paid
53.0,35362.0,Medium,Salary,Paid
63.0,10148.0,High,Salary,Paid
59.0,11754.0,Low,Salary,Paid
59.0,36745.0,Low,Daily Wage,Paid
56.0,17378.0,Medium,Daily Wage,Paid
33.0,30140.0,Medium,Daily Wage,Paid
50.0,19371.0,High,Daily Wage,Paid
38.0,36999.0,High,Daily Wage,Paid
26.0,22779.0,Low,Small Business,Paid
23.0,41075.0,High,Daily Wage,Paid
62.0,,Low,Commission,Paid
52.0,19795.0,Low,Daily Wage,Default
56.0,48460.0,Medium,Small Business,Default
39.0,14218.0,Low,Salary,Paid
58.0,47571.0,Medium,Daily Wage,Paid
22.0,21672.0,Medium,Daily Wage,Paid
59.0,41042.0,Low,Salary,Paid
40.0,45950.0,Medium,Small Business,Paid
34.0,21009.0,Medium,Salary,Paid
29.0,29544.0,Low,Daily Wage,Paid
40.0,39381.0,Low,Salary,Paid
33.0,35287.0,High,Daily Wage,Paid
20.0,12586.0,High,Pension,Paid
47.0,12648.0,Low,Salary,Paid
39.0,28101.0,Low,Daily Wage,Paid
26.0,31692.0,High,Daily Wage,Paid
46.0,17407.0,Medium,Daily Wage,Default
64.0,27254.0,Low,Small Business,Paid
54.0,25234.0,Medium,Pension,Paid
40.0,32211.0,Medium,Daily Wage,Default
30.0,39480.0,Medium,Salary,Paid
49.0,34846.0,Low,Pension,Paid
63.0,25321.0,Medium,Daily Wage,Default
64.0,22646.0,Low,Daily Wage,Default
40.0,32117.0,High,Daily Wage,Paid
62.0,14893.0,Medium,Daily Wage,Paid
34.0,19476.0,Medium,Daily Wage,Paid
57.0,27270.0,Medium,Commission,Paid
38.0,31702.0,Medium,Salary,Paid
19.0,14382.0,High,Daily Wage,Paid
54.0,11785.0,Low,Salary,Paid
23.0,21735.0,High,Salary,Paid
61.0,40177.0,Low,Salary,Paid
35.0,40712.0,Low,Daily Wage,Default
47.0,26679.0,Medium,Daily Wage,Paid
39.0,45365.0,Medium,Salary,Paid
50.0,27064.0,High,Daily Wage,Paid
47.0,40563.0,Medium,Daily Wage,Default
34.0,43092.0,Medium,Salary,Paid
60.0,36867.0,High,Daily Wage,Paid
49.0,43754.0,Low,Commission,Paid
59.0,29502.0,High,Salary,Paid
31.0,10760.0,Medium,Daily Wage,Paid
27.0,34142.0,Low,Daily Wage,Paid
64.0,27290.0,Low,Salary,Paid
53.0,15499.0,Medium,Salary,Paid
51.0,10364.0,Low,Small Business,Paid
26.0,29797.0,Low,Salary,Paid
59.0,42535.0,Low,Salary,Paid
45.0,26105.0,Low,Commission,Paid
28.0,17939.0,Medium,Salary,Paid
31.0,23936.0,High,Salary,Paid
56.0,25863.0,Low,Salary,Paid
64.0,22561.0,Medium,Small Business,Paid
36.0,20447.0,Low,Salary,Paid
32.0,40624.0,Medium,Salary,Paid
45.0,22411.0,High,Salary,Paid
41.0,29465.0,Medium,Salary,Paid
,48216.0,High,Daily Wage,Paid
60.0,29642.0,Medium,Salary,Paid
26.0,41262.0,Medium,Daily Wage,Paid
64.0,40363.0,Medium,Daily Wage,Paid
50.0,12107.0,High,Pension,Paid
50.0,17928.0,High,Daily Wage,Paid
36.0,29317.0,Medium,Daily Wage,Default
20.0,35017.0,High,Daily Wage,Default
27.0,23528.0,Low,Daily Wage,Default
57.0,23313.0,High,Salary,Paid
64.0,11559.0,Low,Daily Wage,Paid
59.0,25167.0,Low,Daily Wage,Default
18.0,25343.0,Low,Daily Wage,Default
46.0,48598.0,High,Daily Wage,Paid
51.0,17523.0,High,Daily Wage,Paid
30.0,38439.0,High,Salary,Paid
18.0,25524.0,High,Daily Wage,Paid
51.0,23285.0,Medium,Daily Wage,Paid
46.0,20973.0,High,Small Business,Paid
64.0,32694.0,High,Small Business,Paid
30.0,45774.0,Medium,Daily Wage,Default
46.0,14302.0,Low,Daily Wage,Paid
56.0,32391.0,Medium,Salary,Paid
41.0,14611.0,High,Salary,Paid
43.0,19372.0,High,Commission,Paid
34.0,34312.0,High,Salary,Default
24.0,24080.0,High,Salary,Paid
30.0,25082.0,High,Small Business,Paid
22.0,40677.0,Medium,Salary,Paid
43.0,30874.0,Medium,Daily Wage,Paid
20.0,18378.0,Low,Salary,Paid
24.0,11597.0,Medium,Daily Wage,Default
56.0,21600.0,Medium,Daily Wage,Paid
18.0,13747.0,High,Small Business,Paid
34.0,23879.0,Medium,Daily Wage,Paid
60.0,23017.0,Low,Daily Wage,Default
42.0,34815.0,Low,Small Business,Paid
20.0,28964.0,Medium,Salary,Paid
32.0,38812.0,Medium,Daily Wage,Paid
46.0,34714.0,Low,Daily Wage,Paid
60.0,28890.0,Low,Daily Wage,Paid
49.0,14725.0,Medium,Daily Wage,Default
43.0,30684.0,Low,Small Business,Paid
33.0,36325.0,Low,Daily Wage,Default
42.0,42542.0,Low,Salary,Paid
45.0,23092.0,Medium,Daily Wage,Paid
26.0,40382.0,Medium,Pension,Paid
18.0,49770.0,Low,Salary,Paid
46.0,35457.0,High,Pension,Paid
39.0,16131.0,Low,Salary,Paid
33.0,35215.0,Low,Small Business,Paid
58.0,22612.0,Low,Small Business,Paid
61.0,47305.0,Low,Salary,Default
58.0,23091.0,Low,Daily Wage,Paid
24.0,45103.0,Low,Daily Wage,Paid
31.0,47089.0,Medium,Daily Wage,Paid
46.0,39759.0,Medium,Daily Wage,Paid
36.0,10559.0,Medium,Salary,Paid
36.0,10713.0,Medium,Salary,Paid
19.0,47361.0,Low,Salary,Paid
58.0,25184.0,High,Daily Wage,Paid
62.0,25261.0,Low,Daily Wage,Paid
32.0,30372.0,Medium,Daily Wage,Paid
20.0,42140.0,Low,Salary,Default
28.0,43024.0,High,Salary,Paid
63.0,42544.0,Medium,Daily Wage,Paid
47.0,10037.0,Low,Salary,Paid
57.0,22697.0,Medium,Salary,Paid
35.0,41707.0,Low,Small Business,Paid
19.0,36016.0,Medium,Daily Wage,Paid
49.0,44600.0,Medium,Salary,Paid
25.0,33984.0,Low,Daily Wage,Paid
39.0,,Low,Daily Wage,Paid
23.0,10432.0,Low,Salary,Paid
29.0,14151.0,Medium,Salary,Paid
64.0,16411.0,Low,Daily Wage,Default
57.0,40788.0,Medium,Daily Wage,Paid
53.0,36623.0,High,Salary,Paid
32.0,32104.0,Low,Salary,Default
45.0,10256.0,High,Salary,Paid
62.0,43439.0,Medium,Small Business,Default
35.0,43257.0,Low,Salary,Paid
19.0,49657.0,Medium,Salary,Paid
30.0,28066.0,Medium,Salary,Paid
62.0,42746.0,Medium,Small Business,Paid
32.0,12460.0,Low,Salary,Paid
37.0,47297.0,Low,Daily Wage,Default
46.0,44743.0,Medium,Daily Wage,Paid
59.0,13216.0,Medium,Commission,Paid
46.0,24267.0,Medium,Daily Wage,Paid
20.0,19581.0,Low,Salary,Default
36.0,14515.0,High,Small Business,Paid
,32076.0,High,Salary,Paid
31.0,19776.0,Low,Salary,Paid
57.0,31947.0,Low,Daily Wage,Paid
21.0,12963.0,High,Salary,Paid
28.0,16786.0,High,Daily Wage,Paid
48.0,23866.0,Medium,Commission,Default
60.0,48968.0,High,Salary,Paid
49.0,42305.0,Medium,Salary,Default
44.0,27360.0,Low,Salary,Paid
47.0,42813.0,Medium,Daily Wage,Paid
60.0,11193.0,Medium,Daily Wage,Default
19.0,14512.0,High,Daily Wage,Paid
26.0,32666.0,Low,Salary,Paid
45.0,26630.0,Medium,Salary,Default
48.0,18983.0,Medium,Salary,Paid
51.0,10636.0,Low,Salary,Default
32.0,13775.0,Low,Commission,Paid
42.0,12421.0,High,Daily Wage,Paid
53.0,23025.0,Medium,Salary,Paid
25.0,19280.0,Medium,Daily Wage,Paid
26.0,46951.0,High,Salary,Paid
54.0,21351.0,Low,Daily Wage,Paid
62.0,48091.0,High,Salary,Paid
56.0,40171.0,Medium,Daily Wage,Default
49.0,13644.0,Medium,Daily Wage,Default
34.0,26142.0,Medium,Small Business,Paid
52.0,17773.0,High,Daily Wage,Paid
54.0,38466.0,Low,Salary,Paid
36.0,20778.0,Low,Salary,Paid
61.0,22501.0,Low,Salary,Paid
46.0,12108.0,Low,Salary,Paid
24.0,39369.0,Medium,Salary,Paid
45.0,46382.0,High,Daily Wage,Paid
26.0,35818.0,High,Daily Wage,Paid
45.0,20251.0,Low,Small Business,Paid
23.0,33341.0,Medium,Salary,Paid
46.0,21678.0,Medium,Small Business,Paid
34.0,24367.0,Low,Salary,Default
33.0,39672.0,High,Salary,Paid
40.0,14332.0,High,Pension,Paid
48.0,22002.0,High,Salary,Paid
20.0,30284.0,Low,Salary,Paid
38.0,25700.0,Medium,Salary,Paid
43.0,23769.0,Low,Salary,Paid
53.0,39318.0,Low,Salary,Default
59.0,34323.0,Medium,Daily Wage,Paid
54.0,37610.0,High,Salary,Paid
39.0,16963.0,High,Daily Wage,Paid
59.0,17838.0,High,Daily Wage,Paid
29.0,22243.0,High,Salary,Paid
59.0,37939.0,Low,Daily Wage,Default
30.0,11845.0,Medium,Small Business,Paid
28.0,26766.0,Low,Small Business,Default
33.0,46880.0,Low,Pension,Paid
25.0,22780.0,Medium,Salary,Paid
57.0,11509.0,Medium,Salary,Paid
57.0,33957.0,Medium,Salary,Paid
62.0,44346.0,Low,Salary,Paid
19.0,27263.0,Low,Daily Wage,Paid
47.0,36148.0,Low,Daily Wage,Default
47.0,41533.0,Low,Salary,Paid
29.0,22931.0,Low,Daily Wage,Paid
27.0,11359.0,Medium,Daily Wage,Paid
61.0,34532.0,High,Salary,Paid
28.0,30344.0,Medium,Daily Wage,Paid
32.0,14242.0,Medium,Daily Wage,Default
33.0,30601.0,Low,Daily Wage,Paid
34.0,29116.0,High,Salary,Paid
43.0,45477.0,Low,Salary,Paid
19.0,40782.0,High,Salary,Paid
29.0,28880.0,High,Daily Wage,Paid
43.0,13499.0,High,Salary,Paid
40.0,41587.0,Low,Salary,Default
35.0,36020.0,Medium,Salary,Paid
49.0,18080.0,Low,Salary,Paid
55.0,33207.0,Low,Salary,Paid
64.0,43957.0,Low,Salary,Default
20.0,23908.0,High,Salary,Paid
55.0,40652.0,High,Daily Wage,Paid
20.0,40344.0,Low,Salary,Paid
47.0,35034.0,Medium,Salary,Paid
18.0,35788.0,High,Salary,Paid
47.0,22751.0,Medium,Salary,Default
62.0,43793.0,Low,Small Business,Paid
49.0,42839.0,Medium,Small Business,Paid
45.0,48314.0,Medium,Salary,Default
38.0,45453.0,Medium,Salary,Paid
63.0,19385.0,Medium,Daily Wage,Paid
30.0,28232.0,Medium,Salary,Paid
44.0,44790.0,Low,Salary,Paid
53.0,25831.0,Low,Daily Wage,Default
24.0,30125.0,Low,Daily Wage,Paid
39.0,27682.0,Medium,Daily Wage,Paid
27.0,46870.0,Low,Daily Wage,Default
56.0,27288.0,High,Daily Wage,Paid
32.0,45794.0,Medium,Daily Wage,Paid
32.0,49477.0,Medium,Salary,Paid
21.0,34405.0,High,Daily Wage,Paid
49.0,48737.0,High,Salary,Paid
40.0,12620.0,High,Small Business,Paid
23.0,45414.0,Medium,Daily Wage,Paid
41.0,,Low,Small Business,Paid
37.0,45057.0,High,Salary,Paid
54.0,23854.0,High,Daily Wage,Paid
37.0,19677.0,High,Daily Wage,Paid
29.0,34074.0,Medium,Daily Wage,Paid
50.0,27824.0,Medium,Daily Wage,Default
45.0,10765.0,Low,Daily Wage,Paid
25.0,41615.0,Medium,Daily Wage,Default
18.0,46860.0,Low,Daily Wage,Default
54.0,22975.0,Low,Salary,Paid
39.0,19341.0,Medium,Daily Wage,Paid
23.0,38141.0,Medium,Small Business,Default
38.0,22334.0,Low,Daily Wage,Default
49.0,25835.0,High,Small Business,Paid
52.0,36548.0,High,Daily Wage,Paid
32.0,45434.0,Medium,Salary,Paid
22.0,35039.0,Medium,Daily Wage,Paid
63.0,42530.0,High,Salary,Paid
23.0,48736.0,Low,Daily Wage,Paid
42.0,28565.0,Medium,Salary,Paid
63.0,19834.0,Low,Daily Wage,Paid
57.0,46656.0,Low,Salary,Paid
46.0,10840.0,Medium,Daily Wage,Paid
24.0,23873.0,Medium,Salary,Paid
57.0,41568.0,Low,Daily Wage,Paid
30.0,20846.0,Low,Daily Wage,Paid
55.0,15899.0,Medium,Salary,Paid
35.0,30502.0,Medium,Commission,Default
19.0,10565.0,Medium,Salary,Default
25.0,48773.0,Low,Salary,Paid
28.0,19187.0,Medium,Salary,Paid
50.0,17226.0,Low,Salary,Paid
55.0,48658.0,Low,Daily Wage,Paid
44.0,14311.0,Medium,Daily Wage,Paid
37.0,35689.0,Medium,Small Business,Paid
,16083.0,Low,Salary,Paid
60.0,22598.0,Low,Salary,Default
48.0,26940.0,Medium,Salary,Paid
44.0,36880.0,Low,Salary,Paid
49.0,12580.0,Low,Salary,Paid
27.0,19386.0,Medium,Salary,Paid
20.0,29522.0,Low,Daily Wage,Default
62.0,36224.0,Low,Salary,Default
44.0,24635.0,High,Salary,Paid
52.0,10671.0,Medium,Commission,Paid
48.0,43545.0,Medium,Salary,Default
32.0,36855.0,Medium,Salary,Paid
33.0,,Medium,Daily Wage,Paid
30.0,24260.0,High,Daily Wage,Paid
52.0,11074.0,Medium,Small Business,Paid
28.0,19475.0,Low,Salary,Paid
38.0,22878.0,Medium,Daily Wage,Paid
28.0,25120.0,Medium,Salary,Paid
47.0,33147.0,Medium,Daily Wage,Default
52.0,11986.0,Medium,Salary,Paid
39.0,42430.0,High,Daily Wage,Paid
55.0,27430.0,Medium,Small Business,Paid
48.0,12176.0,Low,Salary,Default
31.0,28722.0,Low,Daily Wage,Default
41.0,28617.0,Medium,Small Business,Paid
49.0,37115.0,Low,Commission,Paid
53.0,47376.0,Low,Daily Wage,Default
49.0,21906.0,Low,Small Business,Paid
32.0,16610.0,Low,Small Business,Paid
60.0,23411.0,High,Salary,Paid
,19180.0,Low,Commission,Paid
20.0,20073.0,Low,Salary,Paid
33.0,47251.0,Low,Salary,Paid
22.0,40960.0,Medium,Small Business,Paid
38.0,15901.0,Low,Salary,Paid
27.0,48897.0,Medium,Salary,Paid
36.0,14482.0,Low,Daily Wage,Default
